UUID,OriginUUID,TabiyaURI,ESCO_UUID,altLabels
,,,,"graduate import specialist in sugar, chocolate and sugar confectionery
trainee export specialist in sugar, chocolate and sugar confectionery
senior import specialist in sugar, chocolate and sugar confectionery
trainee import export specialist in sugar, chocolate and sugar confectionery
international trade compliance specialist in sugar, chocolate and sugar confectionery
assistant export specialist in sugar, chocolate and sugar confectionery
assistant import export specialist in sugar, chocolate and sugar confectionery
assistant import specialist in sugar, chocolate and sugar confectionery
senior export specialist in sugar, chocolate and sugar confectionery
graduate import export specialist in sugar, chocolate and sugar confectionery
senior import export specialist in sugar, chocolate and sugar confectionery
graduate export specialist in sugar, chocolate and sugar confectionery
trainee import specialist in sugar, chocolate and sugar confectionery
customs compliance specialist in sugar, chocolate and sugar confectionery
import export specialist in sugar, chocolate and sugar confectionery"
,,,,"senior instrument technician
instrument technician
guitar technician
drum technician
road crew member
roadie
piano technician
bass technician"
,,,,"malt kiln worker
malt kiln operative
malt kiln operator
malt kiln specialist
malt worker"
,,,,"rooms person
housekeeping worker
chamber maid
housekeeper
room attendant
chambermaid"
,,,,"integration testers
module compatibility tester
compatibility tester
ICT compatibility tester
ICT integration tester
module integration tester
IT compatibility tester"
,,,,"embroidery worker
hand decorator
embroidery operator
embroidery digitiser
embroiderer
embroidery puncher
embroidery finisher"
,,,,"paper bag machine technician
paper bag constructing machine operator
paper bag machine worker
paper bag machine operator
paper bag making machine operator
paper bag machine specialist
paper bag manufacturing machine operator
paper bag machinist"
,,,,"sales processor
order processor
order processing representative
sales order co-ordinator
e-commerce sales processor
sales order assistant
sales order processor
trainee order processor
order processing salesperson
order entry and transfer processor
order processing sales person
senior order processor
sales order administrator
graduate sales processor
graduate sales order processor
e-commerce sales order processor
senior sales processor
order entry and transfer co-ordinator"
,,,,"laser engraving drill operator
laser engraving mill technician
laser marking machine operative
laser marking machine set-up operative
laser set up operative
laser marking machine operator
CNC laser marking set-up technician
laser set up operator
laser engraving drill technician
laser engraving drill operative
laser engraver mill operator
laser engraving mill operative
laser marking operator
laser engraving drill set-up technician
laser marking machine set-up operator
laser engraving operator"
,,,,"medical laboratory technology teacher
educator in medical laboratory technology
medical laboratory technician instructor
medical laboratory technology instructor
instructor in medical laboratory technology
teacher in medical laboratory technology
vocational instructor in medical laboratory technology
vocational teacher in medical laboratory technology
medical laboratory technology vocational teacher
medical laboratory technology educator"
,,,,"steam plant safety operator
steam jet refrigeration operator
steam power plant maintenance operator
steam heating operator
steam power plant operator
steam boiler operator
steam plant maintenance operator
steam plant worker
steam power heating plant operator
steam plant operative
steam refrigeration operator
steam plant operator"
,,,,"public health social worker
hospital discharge social worker
hospital social worker
medical social worker
palliative care social worker
social worker
social worker, palliative care"
,,,,"insurance sales manager
assurance relationship manager
assurance office manager
insurance product development executive
insurance product manager
assurance account manager
insurance lead
insurance office manager
assurance lead
assurance branch manager
insurance relationship manager
insurance account manager
insurance product developer
insurance product development manager
assurance sales manager"
